1,6,3012
1,7,3012
4,8,5413
4,9,5413
1,5,4196
1,6,4196
1,5,5413
1,6,5413
2,6,5413
2,7,5413
1,6,9714
1,7,9714
1,6,4196
1,7,4196
1,6,5413
1,7,5413
2,6,5413
2,7,5413
0,5,5413
0,6,5413
1,5,5413
1,6,5413
4,8,21771
4,9,21771
1,5,8180
1,6,8180
1,6,19764
1,7,19764
1,5,4196
1,6,4196
2,6,5413
2,7,5413
3,7,3012
3,8,3012
1,5,5413
1,6,5413
1,5,5413
1,6,5413
1,6,29490
1,7,29490
2,6,19764
2,7,19764
1,5,4196
1,6,4196
0,6,4196
0,7,4196
2,6,4196
2,7,4196
4,8,29490
4,9,29490
2,6,5413
2,7,5413
3,8,9714
3,9,9714
3,7,5413
3,8,5413
1,5,10397
1,6,10397
1,5,4196
1,6,4196
4,8,5413
4,9,5413
0,4,4196
0,5,4196
2,6,4196
2,7,4196
1,5,5413
1,6,5413
2,6,29490
2,7,29490
2,6,4196
2,7,4196
1,5,5413
1,6,5413
1,5,3012
1,6,3012
1,5,4196
1,6,4196
1,5,4196
1,6,4196
3,7,3012
3,8,3012
1,6,10184
1,7,10184
2,6,5413
2,7,5413
4,8,5413
4,9,5413
4,9,19764
4,10,19764
2,6,4196
2,7,4196
1,5,29490
1,6,29490
1,5,19764
1,6,19764
1,5,10184
1,6,10184
1,5,5413
1,6,5413
2,7,16551
2,8,16551
1,5,4196
1,6,4196
1,5,4196
1,6,4196
2,7,8180
2,8,8180
2,6,5413
2,7,5413
5,9,4196
5,10,4196
4,8,5413
4,9,5413
1,6,29490
1,7,29490
3,8,4196
3,9,4196
2,6,5413
2,7,5413
1,5,5413
1,6,5413
1,5,4196
1,6,4196
4,8,5413
4,9,5413
4,8,5413
4,9,5413
1,6,9714
1,7,9714
5,9,3012
5,10,3012
2,6,4196
2,7,4196
6,10,17880
6,11,17880
4,8,17880
4,9,17880
1,5,5413
1,6,5413
2,7,4196
2,8,4196
1,5,4196
1,6,4196
2,6,8180
2,7,8180
3,7,5413
3,8,5413
1,5,5413
1,6,5413
1,5,5413
1,6,5413
2,7,9714
2,8,9714
0,5,5413
0,6,5413
2,7,9714
2,8,9714
2,6,4196
2,7,4196
1,5,8180
1,6,8180
2,6,19764
2,7,19764
1,5,29490
1,6,29490
2,6,8180
2,7,8180
2,6,5413
2,7,5413
2,7,29490
2,8,29490
1,5,3012
1,6,3012
1,5,19764
1,6,19764
2,6,5413
2,7,5413
2,6,17880
2,7,17880
3,7,16551
3,8,16551
4,8,29490
4,9,29490
2,6,5413
2,7,5413
0,5,19764
0,6,19764
4,8,5413
4,9,5413
3,7,5413
3,8,5413
2,6,4196
2,7,4196
1,5,4196
1,6,4196
0,5,4196
0,6,4196
2,7,8180
2,8,8180
2,7,19764
2,8,19764
1,5,21771
1,6,21771
3,7,9714
3,8,9714
1,5,4196
1,6,4196
3,7,19764
3,8,19764
4,8,5413
4,9,5413
3,7,19764
3,8,19764
2,6,5413
2,7,5413
1,5,4196
1,6,4196
2,6,5413
2,7,5413
4,8,4196
4,9,4196
2,6,5413
2,7,5413
2,6,5413
2,7,5413
1,7,4196
1,8,4196
4,8,5413
4,9,5413
0,5,9714
0,6,9714
3,7,5413
3,8,5413
0,5,4196
0,6,4196
3,7,5413
3,8,5413
2,6,5413
2,7,5413
1,5,4196
1,6,4196
1,5,5413
1,6,5413
1,5,4196
1,6,4196
1,5,29490
1,6,29490
1,5,8180
1,6,8180
1,5,4196
1,6,4196
1,6,3012
1,7,3012
3,7,5413
3,8,5413
1,6,4196
1,7,4196
1,6,4196
1,7,4196
2,6,5413
2,7,5413
3,7,19764
3,8,19764
3,7,9276
3,8,9276
4,8,5413
4,9,5413
0,4,4196
0,5,4196
1,5,3012
1,6,3012
1,5,3012
1,6,3012
2,6,5413
2,7,5413
3,7,4196
3,8,4196
3,8,35884
3,9,35884
1,5,4196
1,6,4196
5,10,19764
5,11,19764
2,6,4196
2,7,4196
3,7,29490
3,8,29490
2,6,5413
2,7,5413
1,6,8180
1,7,8180
1,5,4196
1,6,4196
1,5,5413
1,6,5413
5,9,17880
5,10,17880
3,7,19764
3,8,19764
2,6,19764
2,7,19764
1,5,4196
1,6,4196
1,5,5413
1,6,5413
3,7,19764
3,8,19764
2,6,9714
2,7,9714
3,7,19764
3,8,19764
1,5,21771
1,6,21771
3,7,5413
3,8,5413
2,6,9276
2,7,9276
1,5,8180
1,6,8180
1,5,9276
1,6,9276
2,6,4196
2,7,4196
2,6,5413
2,7,5413
1,6,4196
1,7,4196
2,6,29490
2,7,29490
4,9,4196
4,10,4196
5,9,17880
5,10,17880
2,6,19764
2,7,19764
4,8,4196
4,9,4196
2,6,10184
2,7,10184
4,8,5413
4,9,5413
1,5,19764
1,6,19764
1,5,5413
1,6,5413
1,6,5413
1,7,5413
5,9,17880
5,10,17880
2,6,4196
2,7,4196
3,7,5413
3,8,5413
1,5,4196
1,6,4196
1,6,29490
1,7,29490
2,6,4196
2,7,4196
1,6,29490
1,7,29490
2,6,5413
2,7,5413
1,5,6186
1,6,6186
1,5,5413
1,6,5413
1,6,4196
1,7,4196
1,6,29490
1,7,29490
1,5,9714
1,6,9714
5,9,4196
5,10,4196
3,7,5413
3,8,5413
1,5,4196
1,6,4196
4,8,19764
4,9,19764
0,5,3012
0,6,3012
1,5,29490
1,6,29490
2,6,16551
2,7,16551
2,6,5413
2,7,5413
3,7,5413
3,8,5413
2,6,4196
2,7,4196
2,6,5413
2,7,5413
0,6,4196
0,7,4196
2,6,4196
2,7,4196
2,7,8180
2,8,8180
2,6,29490
2,7,29490
2,6,29490
2,7,29490
2,6,10184
2,7,10184
2,7,9276
2,8,9276
1,5,3012
1,6,3012
4,8,3012
4,9,3012
1,5,4196
1,6,4196
8,12,5413
8,13,5413
1,5,5413
1,6,5413
2,7,8180
2,8,8180
2,6,8180
2,7,8180
1,5,4196
1,6,4196
2,6,5413
2,7,5413
2,7,9714
2,8,9714
2,6,3012
2,7,3012
0,4,4196
0,5,4196
2,6,5413
2,7,5413
3,7,35884
3,8,35884
1,5,5413
1,6,5413
2,6,21771
2,7,21771
1,6,3012
1,7,3012
1,5,5413
1,6,5413
1,5,5413
1,6,5413
2,6,5413
2,7,5413
1,6,29490
1,7,29490
2,6,10184
2,7,10184
1,5,4196
1,6,4196
0,4,5413
0,5,5413
6,10,19764
6,11,19764
1,5,5413
1,6,5413
1,5,9714
1,6,9714
1,6,4196
1,7,4196
2,7,5413
2,8,5413
1,6,4196
1,7,4196
1,5,9714
1,6,9714
1,6,5413
1,7,5413
5,9,5413
5,10,5413
2,6,9276
2,7,9276
3,7,5413
3,8,5413
1,5,19764
1,6,19764
1,5,29490
1,6,29490
1,5,4196
1,6,4196
2,7,4196
2,8,4196
2,6,5413
2,7,5413
2,6,8180
2,7,8180
7,11,5413
7,12,5413
3,7,5413
3,8,5413
1,6,29490
1,7,29490
2,7,35884
2,8,35884
1,5,19764
1,6,19764
1,6,4196
1,7,4196
3,7,9276
3,8,9276
1,5,29490
1,6,29490
1,6,4196
1,7,4196
3,7,4196
3,8,4196
1,5,8180
1,6,8180
1,5,4196
1,6,4196
1,6,29490
1,7,29490
1,5,29490
1,6,29490
2,6,9714
2,7,9714
2,6,3012
2,7,3012
4,8,5413
4,9,5413
2,6,4196
2,7,4196
2,6,29490
2,7,29490
1,5,21771
1,6,21771
2,6,5413
2,7,5413
5,9,4196
5,10,4196
1,6,4196
1,7,4196
3,7,4196
3,8,4196
2,6,19764
2,7,19764
4,8,5413
4,9,5413
3,7,4196
3,8,4196
3,7,4196
3,8,4196
5,9,4196
5,10,4196
2,6,10184
2,7,10184
1,5,3012
1,6,3012
2,7,8180
2,8,8180
2,6,5413
2,7,5413
3,7,5413
3,8,5413
1,5,4196
1,6,4196
3,7,5413
3,8,5413
1,5,4196
1,6,4196
1,5,4196
1,6,4196
1,5,8180
1,6,8180
2,6,4196
2,7,4196
1,5,4196
1,6,4196
1,5,5413
1,6,5413
1,5,4196
1,6,4196
2,6,5413
2,7,5413
1,6,4196
1,7,4196
4,9,9714
4,10,9714
3,7,19764
3,8,19764
4,8,5413
4,9,5413
2,6,9276
2,7,9276
2,6,29490
2,7,29490
1,5,4196
1,6,4196
1,5,4196
1,6,4196
1,5,3012
1,6,3012
2,6,19764
2,7,19764
2,6,4196
2,7,4196
1,6,3012
1,7,3012
1,5,4196
1,6,4196
5,10,19764
5,11,19764
2,6,5413
2,7,5413
1,5,3012
1,6,3012
4,8,5413
4,9,5413
2,6,5413
2,7,5413
2,7,21771
2,8,21771
1,5,19764
1,6,19764
2,6,5413
2,7,5413
0,5,4196
0,6,4196
